Timestamp,In which age group do you belong?,Gender ,What is your native language(mother tongue)?,"""At what age did you start using social media platforms?""", ,How many hours you spend on Social Media platforms daily,What is your current status?,your organization name?,your department?,Degree,your current year of degree?,your Organization name?,Which department are you associated with?,your designation? ,Are you interested in this type of News?,"If you think it to be real, what are the reasons that lead you to this conclusion? select all","If you think it to be fake , what are the reasons that lead you to this conclusion?", ,"why the first one  real, and the second one is fake.","why you believed the second one was real, and the first one is fake.","When you encounter these posts on Instagram, what thoughts come to your mind?",What leads you to believe that the first one is real while considering the other two as rumors?,What leads you to believe that the first one is rumor while considering the other two as real news?,"When you encounter alarming and threatening messages and notifications on WhatsApp, what are your thoughts regarding them? ",Why do you believe it to be authentic?,Why do you not believe it to be authentic?,Are you interested in these type of news ,why you find it real?,"""Why do you believe the news is fake?""",select the correct option.,"""When you encounter this notification in the WhatsApp university group about tomorrow , what were your thoughts about it?""",if you find it real what you do?,if you find it fake What you will do,"""When you receive a notification about tomorrow from a colleague or any class student , what thoughts come to mind?""",What will you do when you find it real,What is your next step after finding it fake ,Are you interested in this post?,"if you have a desire to buy a car and you are encounter a Facebook post in which a seller wants to sell a car at a low price, what would you do? 
2023/10/26 4:45:35 PM GMT+5,18-24,Male,Alhumdulillah Punjabi ,19-24,Whatsapp;Facebook;Instagram;Twitter;Other,more than 12 hours,Student,,Renewable Energy,bachelors,3 year,,,,Yes i am intreasted,"Because of Retweets , Views and Likes?;Because of the account Blue Tick?;Because of reading the positive quotes on it?",Cause we're safe still...,both are fake,,,first one is real and other two are rumors.,My belief is based on the higher number of likes and comments on the first post in comparison to the other two.,,FAKE NEWS,,The news on social media is created to gain followers and likes are the only purpose for this..,No i am not,,,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,NO i am not,,,,8 social media apps,Share it with others ?,I share content on social media casually to pass the time and combat boredom and for entertainment. .,Authenticate it from other sources?,I don't do that...,By finding on Authentic websites
2023/10/26 4:54:15 PM GMT+5,18-24,Male,Balochi ,13-18,Whatsapp;Facebook;Instagram;Twitter;Other,4 to 6 hours,Student,,Biochemistry ,bachelors,4 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I considered it fake,,Authentiate it from teachers,,,,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,"""Leave a positive comment on it?""",I share content on social media to positively aware and inform others.,Authenticate it from other sources?,to aware and inform other,sending a message to sincere relatives and asking please assist you.
2023/10/26 6:41:43 PM GMT+5,18-24,Female,Siraiki,19-24,Whatsapp;Instagram,1 to 3 hours,Student,,Microbiology ,bachelors,1 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",Because it's common now a days,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,Yes i am,No,No,No,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,ignore it,I don't do comments ,By fact-checking
2023/10/26 7:45:38 PM GMT+5,18-24,Male,Bravhi,13-18,Whatsapp;Facebook;Other,4 to 6 hours,Student,,B.a ganral,bachelors,2 year,,,,Yes i am intreasted,"Because of the name of the source is known for you?;Because of the usage of the name ""Dutch scientist"" in the first post, whose previous predictions about Turkey have been accurate.;Because of Retweets , Views and Likes?;Because of the account Blue Tick?;Because of account Followers are huge for you?;Because of reading the positive quotes on it?;Because I'm worried about my safety and the possibility of financial loss.;",Because of the source name is not known for you?,I do not use Facebook,,,I do not use Instagram,,,REAL NEWS,Because of the mentioned name and signature of the authentic body,,No i am not,,,student,I find it real,share on  other social media platforms,,,,,Yes i am interasted,"""I'm trying to contact the seller to verify its authenticity.""",you decide to visit the area,,no i am not,,,NO i am not,,,,2 social media apps,"""Leave a positive comment on it?""",I share content to promote my page  and for status seeking,Leave a  negative comment with #fake news,to pass time,By finding on Authentic websites
2023/10/26 8:44:48 PM GMT+5,18-24,Male,Siraiki,13-18,Whatsapp;Facebook,1 to 3 hours,Student,Education,pharmacy,bachelors,3 year,,,,No i am not,,,,,,,,,,,,No i am not,,,Teacher,,,,Fake,,Try to authenticate from administration and other colleges.,NO i am not,,,,Yes i am intreasted,By checking the positive comments about them,bcz it is irrelevant ,NO i am not,,,,4 social media apps,"""Leave a positive comment on it?""",I share content on social media to positively aware and inform others.,Authenticate it from other sources?,to aware and inform other,By finding on Authentic websites
2023/10/26 8:48:26 PM GMT+5,18-24,Male,Pashto,<12,Whatsapp;Facebook;Instagram;Other,7 to 9 hours,Student,,Health Scinces,bachelors,4 year,,,,Yes i am intreasted,Because probability is real,I'm more concerned about probabilities.,both are real,,,first one is rumor and other two are real news.,,Because the sources of 2nd and 3rd are known for me,REAL NEWS,Because of the mentioned name and signature of the authentic body,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",what should i say ,student,I considered it fake,,ignore it,,,,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,"""Leave a positive comment on it?""",I share content on social media to reflect my personality and self-image.,ignore it,to aware and inform other,By fact-checking
2023/10/26 8:49:39 PM GMT+5,18-24,Male,Urdu,13-18,Instagram,1 to 3 hours,Student,University of balochistan ,Pharmacy ,bachelors,3 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,Yes i am,yes,No,yes,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,Leave a  negative comment with #fake news,to aware and inform other,sending a message to sincere relatives and asking please assist you.
2023/10/26 9:04:01 PM GMT+5,18-24,Male,Pujabi,<12,Whatsapp;Facebook;Instagram;Twitter,4 to 6 hours,Student,BUITEMS,Computer science ,bachelors,1 year,,,,Yes i am intreasted,Because of the name of the source is known for you?,,both are real,,,first one is rumor and other two are real news.,,"Because of the authentic authority name ""PMD"" mentioned in the 2nd and 3rd",REAL NEWS,Because of the mentioned name and signature of the authentic body,,No i am not,,,student,I find it real,Nothing,,,,,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,ignore it,I share content on social media to positively aware and inform others.,Authenticate it from other sources?,to aware and inform other,By finding on Authentic websites
2023/10/26 9:09:26 PM GMT+5,18-24,Male,Brahvi,13-18,Whatsapp;Facebook;Instagram;Twitter,7 to 9 hours,Student,BUITEMS ,computer science ,bachelors,2 year,,,,Yes i am intreasted,Because of reading the positive quotes on it?,Because of reading the negative quotes  on it,both are real,,,first one is real and other two are rumors.,source of the first post is known for me,,Sometimes real or sometimes fake depends on this news is popular in other platforms or not,,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",Not having a good use of words and not having any signature and stamp of offical,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,Yes i am,No,No,No,6 social media apps,ignore it,I share content on social media to positively aware and inform others.,ignore it,to aware and inform other,By finding on Authentic websites
2023/10/26 9:12:33 PM GMT+5,25-34,Female,Urdu,19-24,Instagram,1 to 3 hours,Student,IUB,CS,Masters,2 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",Don't know ,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,Yes i am,No,No,No,6 social media apps,"""Leave a positive comment on it?""",I share content on social media to reflect my personality and self-image.,Authenticate it from other sources?,To tell my opinion,By finding on Authentic websites
2023/10/26 9:19:59 PM GMT+5,18-24,Male,Urdu,13-18,Whatsapp;Instagram,4 to 6 hours,Student,BUITEMS ,Computer science ,bachelors,1 year,,,,Yes i am intreasted,Because I'm worried about my safety and the possibility of financial loss.,Because of the source name is not known for you?,both are real,,,first one is rumor and other two are real news.,,"Because of the authentic authority name ""PMD"" mentioned in the 2nd and 3rd",FAKE NEWS,,Bcz its eighter very bad to be true or very good to be true,No i am not,,,student,I find it real,Send in friend grp,,,,,Yes i am interasted,"""I think it might be fake, so I'm ignoring it.""",,Again too good to be true,no i am not,,,Yes i am,yes,No,yes,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,ignore it,for seeking attention.,By finding on Authentic websites
2023/10/26 9:22:30 PM GMT+5,18-24,Female,Urdu,13-18,Whatsapp;Facebook;Instagram;Twitter,less then 1 hour,Student,Buitems,CS,bachelors,4 year,,,,Yes i am intreasted,Because I'm worried about my safety and the possibility of financial loss.,Because of the followers are not enough for you?,I do not use Facebook,,,first one is real and other two are rumors.,My belief is based on the higher number of likes and comments on the first post in comparison to the other two.,,FAKE NEWS,,Idont know ,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",I think this is fake,student,I find it real,share on  other social media platforms,,,,,NO i am not,,,,Yes i am intreasted,Due to the blue tick means it has a lot of followers.,No,Yes i am,yes,yes,yes,8 social media apps,"""Leave a positive comment on it?""",I share content on social media to reflect my personality and self-image.,ignore it,to pass time,By finding on Authentic websites
2023/10/26 9:24:56 PM GMT+5,18-24,Female,Punjabi ,19-24,Whatsapp,4 to 6 hours,Student,Sardar Bahadur khan women's university Quetta ,Psychology ,bachelors,4 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I considered it fake,,ignore it,,,,NO i am not,,,,no i am not,,,Yes i am,yes,No,No,4 social media apps,ignore it,I share content on social media to positively aware and inform others.,ignore it,to aware and inform other,sending a message to sincere relatives and asking please assist you.
2023/10/26 9:38:58 PM GMT+5,18-24,Male,Brahvi,19-24,Whatsapp;Facebook;Instagram;Twitter;Other,1 to 3 hours,Student,UOB,Physics,Masters,2 year,,,,Yes i am intreasted,"Because of the name of the source is known for you?;Because of Retweets , Views and Likes?",If the image looks blurry,both are fake,,,I do not use Instagram,,,I don't believe them easily,,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",If there are no signatures or something that makes it look real,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,Yes i am,No,No,yes,4 social media apps,"""Leave a positive comment on it?""",I share content on social media to positively aware and inform others.,Authenticate it from other sources?,To tell my opinion,By finding on Authentic websites
2023/10/26 9:44:29 PM GMT+5,18-24,Male,Urdu,13-18,Whatsapp;Instagram,4 to 6 hours,Student,BUITEMS,Computer science ,bachelors,1 year,,,,Yes i am intreasted,Because of the name of the source is known for you?,Because of the source name is not known for you?,I do not use Facebook,,,first one is rumor and other two are real news.,,Because the sources of 2nd and 3rd are known for me,I do not use WhatsApp,,,No i am not,,,student,I considered it fake,,Authentiate it from teachers,,,,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,"""Leave a positive comment on it?""",I share content on social media to positively aware and inform others.,ignore it,To tell my opinion,By fact-checking
2023/10/26 9:52:56 PM GMT+5,18-24,Female,Baltistani ,13-18,Whatsapp,4 to 6 hours,Student,SBKWU,CS,bachelors,2 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",Nothing ,student,I considered it fake,,ignore it,,,,Yes i am interasted,"""I'm trying to contact the seller to verify its authenticity.""",you decide to visit the area,,no i am not,,,NO i am not,,,,4 social media apps,ignore it,I share content to promote my page  and for status seeking,Leave a  negative comment with #fake news,to pass time,By finding on Authentic websites
2023/10/26 10:05:48 PM GMT+5,18-24,Female,Urdu ,13-18,Facebook,7 to 9 hours,Student,Student,IMS,bachelors,1 year,,,,No i am not,,,,,,,,,,,,No i am not,,,Teacher,,,,Real,share with other university colleuges,,NO i am not,,,,Yes i am intreasted,Due to the blue tick means it has a lot of followers.,I dont think ,NO i am not,,,,4 social media apps,Share it with others ?,I share content on social media casually to pass the time and combat boredom and for entertainment. .,ignore it,to pass time,By fact-checking
2023/10/26 10:12:09 PM GMT+5,18-24,Female,Dari,13-18,Instagram,1 to 3 hours,Student,Business administration ,IMS,bachelors,1 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,Yes i am intreasted,By checking the positive comments about them,Fake activity . ,NO i am not,,,,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,ignore it,to aware and inform other,By fact-checking
2023/10/26 10:22:03 PM GMT+5,18-24,Male,Balochi,13-18,Whatsapp;Facebook,1 to 3 hours,Student,"UOB, Quetta.",Computer Science,bachelors,3 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",I don't think that this news is fake as we experience gas load sheddings periodically once or at times twice a week. ,Teacher,,,,Fake,,Try to authenticate from administration and other colleges.,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,ignore it,I won't share it.,ignore it,to pass time,sending a message to sincere relatives and asking please assist you.
2023/10/26 10:28:36 PM GMT+5,18-24,Female,Pashto,13-18,Whatsapp;Instagram,1 to 3 hours,Student,Sardar Bahadur khan women university Quetta Balochistan,Media and journalism,bachelors,3 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,Yes i am intreasted,By checking the positive comments about them,Because of its cheap advertisment,NO i am not,,,,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,ignore it,I m not intrested in posting coments on a post,By finding on Authentic websites
2023/10/26 11:12:37 PM GMT+5,18-24,Male,Punjabi ,13-18,Whatsapp;Facebook;Instagram;Twitter;Other,1 to 3 hours,Student,BUITEMS,Bba,bachelors,4 year,,,,Yes i am intreasted,Because of the account Blue Tick?,Because of the source name is not known for you?,both are real,,,first one is real and other two are rumors.,source of the first post is known for me,,REAL NEWS,Because of the mentioned name and signature of the authentic body,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",I do not believe the news is fake,student,I find it real,share with other university WhatsApp groups,,,,,Yes i am interasted,"""I think it might be fake, so I'm ignoring it.""",,Because of low prices,Yes i am intreasted,By checking the positive comments about them,I don't ,NO i am not,,,,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,share it with other sources to inform about fake news,To tell my opinion,By fact-checking
2023/10/26 11:16:54 PM GMT+5,18-24,Female,urdu,13-18,Whatsapp;Facebook,1 to 3 hours,Student,SBK,Media & Journalism,Masters,4 year,,,,Yes i am intreasted,because of geographical indication,Because of reading the negative quotes  on it,both are real,,,I do not use Instagram,,,FAKE NEWS,,because they don't work in real life ... most of them turn out to be rumours or old notifications,No i am not,,,Teacher,,,,Real,share in students group,,NO i am not,,,,no i am not,,,Yes i am,No,No,No,4 social media apps,Share it with others ?,i share content on social media because i encounter the same news from different sources and platforms,Authenticate it from other sources?,To tell my opinion,By finding on Authentic websites
2023/10/26 11:19:52 PM GMT+5,25-34,Male,Pashto,13-18,Whatsapp;Facebook;Instagram;Twitter;Other,4 to 6 hours,Student,BUITEMS,BBA,bachelors,3 year,,,,Yes i am intreasted,"Because of the usage of the name ""Dutch scientist"" in the first post, whose previous predictions about Turkey have been accurate.",Because of the source name is not known for you?,both are real,,,first one is real and other two are rumors.,My belief is based on the higher number of likes and comments on the first post in comparison to the other two.,,REAL NEWS,Because of the mentioned name and signature of the authentic body,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",I thought it us real.,Teacher,,,,Real,share with other university colleuges,,Yes i am interasted,"""I'm trying to contact the seller to verify its authenticity.""",ignore it,,no i am not,,,Yes i am,No,yes,No,4 social media apps,Share it with others ?,I share content on social media casually to pass the time and combat boredom and for entertainment. .,ignore it,to aware and inform other,By finding on Authentic websites
2023/10/26 11:20:11 PM GMT+5,18-24,Male,Urdu,13-18,Whatsapp;Facebook;Instagram;Twitter;Other,4 to 6 hours,Student,BUITEMS,Electrical Engineering,bachelors,2 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",Because it was never happened,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,Yes i am,yes,yes,No,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,Authenticate it from other sources?,To tell my opinion,By finding on Authentic websites
2023/10/26 11:22:54 PM GMT+5,18-24,Female,Pashto,13-18,Whatsapp;Instagram,4 to 6 hours,Student,UOB,BBA,bachelors,2 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I considered it fake,,Wait for any updates from teachers,,,,NO i am not,,,,Yes i am intreasted,By checking the positive comments about them,By there negative feedbacks ,NO i am not,,,,2 social media apps,Share it with others ?,I share content on social media to reflect my personality and self-image.,ignore it,To tell my opinion,By fact-checking
2023/10/26 11:24:55 PM GMT+5,18-24,Female,Farsi,13-18,Whatsapp;Facebook;Instagram,4 to 6 hours,Student,BUITEMS,BS IT,bachelors,2 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I considered it fake,,ignore it,,,,NO i am not,,,,no i am not,,,NO i am not,,,,2 social media apps,ignore it,I will not share that,ignore it,I don't comment on post's ,Ignore it
2023/10/26 11:30:29 PM GMT+5,18-24,Male,Balochi,13-18,Facebook;Other,4 to 6 hours,Student,BUITEMS,Bs.Ele ,bachelors,4 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",I don't believe its fake ,Teacher,,,,Real,share in students group,,Yes i am interasted,"""I think it might be fake, so I'm ignoring it.""",,8 lac is not reasonable price ,Yes i am intreasted,By checking the positive comments about them,I'll check the comments ,Yes i am,No,No,No,2 social media apps,Share it with others ?,i share content on social media because i encounter the same news from different sources and platforms,Report the page,To tell my opinion,By finding on Authentic websites
2023/10/26 11:43:20 PM GMT+5,18-24,Male,Pashto,13-18,Whatsapp;Facebook,1 to 3 hours,Student,I am studying Digital marketing in UOB but i will take admission in Buitems in software engineering,Software Engineering ,bachelors,1 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",Because Allah knows better we just can predict ,student,I find it real,I never Shared it,,,,,NO i am not,,,,Yes i am intreasted,Due to the blue tick means it has a lot of followers.,Because of it trust availability,Yes i am,yes,No,No,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,ignore it,for seeking attention.,By finding on Authentic websites
2023/10/26 11:46:15 PM GMT+5,18-24,Male,pashto,19-24,Whatsapp;Facebook;Instagram;Twitter;Other,1 to 3 hours,Student,BUITEMS,software Engieerign,bachelors,3 year,,,,No i am not,,,,,,,,,,,,No i am not,,,student,I find it real,nothing,,,,,Yes i am interasted,i don't use Facebook,,,no i am not,,,NO i am not,,,,4 social media apps,Share it with others ?,share in my group,ignore it,To tell my opinion,sending a message to sincere relatives and asking please assist you.
2023/10/26 11:54:26 PM GMT+5,18-24,Female,Persian,<12,Whatsapp;Instagram,1 to 3 hours,Student,SBK,Computer Science ,bachelors,2 year,,,,Yes i am intreasted,Because I'm worried about my safety and the possibility of financial loss.,Because of the source name is not known for you?,I do not use Facebook,,,first one is rumor and other two are real news.,,Because the sources of 2nd and 3rd are known for me,FAKE NEWS,,I don’t know,No i am not,,,student,I considered it fake,,Wait for any updates from teachers,,,,NO i am not,,,,Yes i am intreasted,Source name is known for you,I don’t think that it is fake,Yes i am,No,yes,yes,2 social media apps,ignore it,I share content on social media to positively aware and inform others.,ignore it,To tell my opinion,sending a message to sincere relatives and asking please assist you.
2023/10/26 11:56:41 PM GMT+5,18-24,Male,Pashto,13-18,Whatsapp;Facebook;Instagram;Twitter,4 to 6 hours,Student,BUITEMS,Economics ,bachelors,3 year,,,,Yes i am intreasted,By its logical explanation ,Because  lack of justification and knowledge ,both are real,,,first one is rumor and other two are real news.,,Because the sources of 2nd and 3rd are known for me,REAL NEWS,Because of the mentioned name and signature of the authentic body,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",No evidence and not seen on an other channels ,student,I considered it fake,,ignore it,,,,Yes i am interasted,"""I'm trying to contact the seller to verify its authenticity.""",ignore it,,no i am not,,,Yes i am,No,No,No,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,Authenticate it from other sources?,To tell my opinion,By finding on Authentic websites
2023/10/27 12:06:43 AM GMT+5,18-24,Male,Urdu,13-18,Whatsapp;Facebook;Instagram;Twitter;Other,10 to 12 hours,Student,UOB,Sociology,bachelors,3 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",...,student,I considered it fake,,Authentiate it from teachers,,,,Yes i am interasted,"""I think it might be fake, so I'm ignoring it.""",,As The Car Which Is shown In This Picture Is Upper model of toyota premio and it Doesnt comes in this price .Its Real Price is above 40 lacs,no i am not,,,Yes i am,No,yes,yes,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,Authenticate it from other sources?,To tell my opinion,By fact-checking
2023/10/27 12:20:30 AM GMT+5,18-24,Male,urdu,13-18,Whatsapp;Facebook;Instagram,7 to 9 hours,Student,BUITEMS,mass communication,bachelors,4 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",no i can't believe this is fake,student,I find it real,share with other university WhatsApp groups,,,,,Yes i am interasted,"""I'm trying to contact the seller to verify its authenticity.""",you request for viewing cars in your local area,,no i am not,,,Yes i am,No,yes,No,6 social media apps,"""Leave a positive comment on it?""",I share content to promote my page  and for status seeking,ignore it,To tell my opinion,By fact-checking
2023/10/27 12:33:20 AM GMT+5,18-24,Female,urdu,13-18,Whatsapp;Facebook;Instagram;Twitter;Other,4 to 6 hours,Student,UOB,Computer science ,bachelors,4 year,,,,Yes i am intreasted,,Because of the followers are not enough for you?,"You believed the second one was real, and the first one is fake.",,"Because ""GEO NEWS"" have 166k followers and ""KALINGA TV"" have 481k followers and blue tick",first one is rumor and other two are real news.,,"Because of the authentic authority name ""PMD"" mentioned in the 2nd and 3rd",REAL NEWS,Because of the mentioned name and signature of the authentic body,,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",some people tell ,Teacher,,,,Fake,,Try to authenticate from administration and other colleges.,NO i am not,,,,Yes i am intreasted,Due to the blue tick means it has a lot of followers.,no Answer,NO i am not,,,,6 social media apps,Share it with others ?,i share content on social media because i encounter the same news from different sources and platforms,ignore it,to aware and inform other,sending a message to sincere relatives and asking please assist you.
2023/10/27 7:10:50 AM GMT+5,18-24,Male,Pashto,13-18,Instagram,4 to 6 hours,Student,BUITEMS,IR,Masters,2 year,,,,Yes i am intreasted,"Because of the usage of the name ""Dutch scientist"" in the first post, whose previous predictions about Turkey have been accurate.",Because of the source name is not known for you?,both are real,,,first one is rumor and other two are real news.,,"Because of the authentic authority name ""PMD"" mentioned in the 2nd and 3rd",FAKE NEWS,,No,No i am not,,,student,I considered it fake,,Authentiate it from teachers,,,,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,Authenticate it from other sources?,To tell my opinion,By finding on Authentic websites
2023/10/27 11:23:11 AM GMT+5,18-24,Male,Panjabi,19-24,Whatsapp;Facebook;Instagram;Other,more than 12 hours,Student,UOB,Cs,bachelors,4 year,,,,No i am not,,,,,,,,,,,,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",50/50,student,I find it real,share on  other social media platforms,,,,,NO i am not,,,,no i am not,,,NO i am not,,,,8 social media apps,ignore it,I share content to promote my page  and for status seeking,Leave a  negative comment with #fake news,To tell my opinion,By finding on Authentic websites
2023/10/27 11:34:45 AM GMT+5,18-24,Female,Urdu,<12,Whatsapp;Facebook;Instagram;Other,4 to 6 hours,Student,BUITEMS,Software Engineering,bachelors,4 year,,,,Yes i am intreasted,"Because of the usage of the name ""Dutch scientist"" in the first post, whose previous predictions about Turkey have been accurate.",If his previous prediction accused false,"You believed the second one was real, and the first one is fake.",,Because second one just a pridiction of a person whose last production was true. And as I'm currently living in balochistan region And I haven't seen such earthquake  in previous days,first one is real and other two are rumors.,source of the first post is known for me,,FAKE NEWS,,More often when we encounter such messages mostly are false or fake . So according to the personal assumption when ever I see such message I believe they are fake.,Yes i am intreasted,"""Due to the fear of experiencing gas load shedding issues.""",Because of gas load shedding we believe in these massages,Teacher,,,,Real,share with other university colleuges,,NO i am not,,,,no i am not,,,Yes i am,yes,No,No,4 social media apps,Share it with others ?,I share content on social media casually to pass the time and combat boredom and for entertainment. .,ignore it,To tell my opinion,By fact-checking
2023/10/27 11:40:40 AM GMT+5,18-24,Female,Pashto,13-18,Whatsapp;Instagram;Other,1 to 3 hours,Student,University ,Beaconhouse,Masters,1 year,,,,Yes i am intreasted,Because of the name of the source is known for you?;Because of reading the positive quotes on it?,Because of the source name is not known for you?,I do not use Facebook,,,first one is rumor and other two are real news.,,Because the sources of 2nd and 3rd are known for me,FAKE NEWS,,Kyun ke sabko chorne ke adat hai islie fake news banaty hai😎,No i am not,,,student,I find it real,share with other university WhatsApp groups,,,,,Yes i am interasted,"""I think it might be fake, so I'm ignoring it.""",,No idea,Yes i am intreasted,Due the the large number of likes,It's is not fake,NO i am not,,,,4 social media apps,Share it with others ?,I share content on social media to positively aware and inform others.,share it with other sources to inform about fake news,To tell my opinion,sending a message to sincere relatives and asking please assist you.
2023/10/27 12:03:26 PM GMT+5,55 and above,other,Russian ,>30,Other,more than 12 hours,Student,BUITEMS,Nasa,PHD,4 year,,,,No i am not,,,,,,,,,,,,No i am not,,,Other,,,,,,,NO i am not,,,,no i am not,,,NO i am not,,,,8 social media apps,ignore it,i share content on social media because i encounter the same news from different sources and platforms,share it with other sources to inform about fake news,to pass time,sending a message to sincere relatives and asking please assist you.
2023/10/27 1:59:03 PM GMT+5,18-24,Male,Pashto,13-18,Whatsapp;Facebook,4 to 6 hours,Student,UOB,Geography ,bachelors,3 year,,,,Yes i am intreasted,Because of the name of the source is known for you?,Because of the source name is not known for you?,both are real,,,first one is real and other two are rumors.,My belief is based on the higher number of likes and comments on the first post in comparison to the other two.,,FAKE NEWS,,No comments ,Yes i am intreasted,"""Due to the company's name and the official body's signature.""",I don't believe ,student,I find it real,share with other university WhatsApp groups,,,,,NO i am not,,,,no i am not,,,NO i am not,,,,4 social media apps,Share it with others ?,I share content to promote my page  and for status seeking,Authenticate it from other sources?,to aware and inform other,By fact-checking
